koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,koipos,koineg,koiperpos,koiperneg,koitimepos,koitimeneg,koidurpos,koidurneg,koidepthpos,koidepthneg,koipradpos,koipradneg,koiteqpos,koiteqneg,koinsolpos,koinsolneg,koisteffpos,koisteffneg,koisloggpos,koisloggneg,koisradpos,koisradneg
FALSE POSITIVE,FALSE POSITIVE,0,13.63948043,0.000001973,-0.000001973,144.531439,0.000123,-0.000123,3.12422,0.00534,-0.00534,81103,108,-108,44,9.57,-4.42,680,0,0,50.51,34.73,-14.33,664.1,5461,180,-164,4.517,0.06,-0.14,0.846,0.184,-0.085,15.852,13.6394824,13.63947845,13.6394824,13.63947845,144.531562,144.531316,3.12956,3.11888,81211,80995,53.57,39.58,680,680,85.24,36.18,5641,5297,4.577,4.377,1.03,0.761
CANDIDATE,CANDIDATE,0,392.50115,0.03343,-0.03343,498.8298,0.0511,-0.0511,9.88,1.1,-1.1,391.2,57.7,-57.7,1.9,2.01,-0.31,225,0,0,0.6,2.36,-0.23,8.9,5128,193,-167,4.388,0.143,-0.143,0.988,1.047,-0.158,13.87,392.53458,392.46772,392.53458,392.46772,498.8809,498.7787,10.98,8.78,448.9,333.5,3.91,1.59,225,225,2.96,0.37,5321,4961,4.531,4.245,2.035,0.83
CANDIDATE,CANDIDATE,0.953,5.29655591,0.0000852,-0.0000852,131.8704,0.0141,-0.0141,3.93,0.315,-0.315,135.4,17.2,-17.2,1.3,0.43,-0.15,1156,0,0,421.14,411.8,-140.13,9.3,6268,173,-260,4.429,0.054,-0.216,1.1,0.365,-0.122,15.591,5.29664111,5.29647071,5.29664111,5.29647071,131.8845,131.8563,4.245,3.615,152.6,118.2,1.73,1.15,1156,1156,832.94,281.01,6441,6008,4.483,4.213,1.465,0.978
FALSE POSITIVE,FALSE POSITIVE,0,6.882686062,0.000000335,-0.000000335,134.052302,0.0000386,-0.0000386,5.47323,0.00114,-0.00114,373660,248,-248,60.49,17.8,-5.93,921,0,0,169.85,150.38,-50.59,2842.2,5704,171,-206,4.483,0.052,-0.195,0.948,0.279,-0.093,15.749,6.882686397,6.882685727,6.882686397,6.882685727,134.0523406,134.0522634,5.47437,5.47209,373908,373412,78.29,54.56,921,921,320.23,119.26,5875,5498,4.535,4.288,1.227,0.855
FALSE POSITIVE,FALSE POSITIVE,0.054,1.407937865,0.000000552,-0.000000552,132.26921,0.000327,-0.000327,1.585,0.0192,-0.0192,50793,461,-461,19.09,0.93,-1.62,1179,0,0,457.02,109.12,-118.65,137.3,4627,140,-140,4.564,0.06,-0.024,0.741,0.036,-0.063,14.614,1.407938417,1.407937313,1.407938417,1.407937313,132.269537,132.268883,1.6042,1.5658,51254,50332,20.02,17.47,1179,1179,566.14,338.37,4767,4487,4.624,4.54,0.777,0.678
FALSE POSITIVE,FALSE POSITIVE,0,1.89117723,0.00002948,-0.00002948,132.7285,0.0152,-0.0152,6.986,0.563,-0.563,176.2,12.4,-12.4,164.49,37.62,-4.17,3536,0,0,36995.02,25409.54,-4640.33,17.4,5086,143,-104,2.66,0.03,-0.03,6.86,1.569,-0.174,15.003,1.89120671,1.89114775,1.89120671,1.89114775,132.7437,132.7133,7.549,6.423,188.6,163.8,202.11,160.32,3536,3536,62404.56,32354.69,5229,4982,2.69,2.63,8.429,6.686
FALSE POSITIVE,FALSE POSITIVE,0,52.884577,0.001744,-0.001744,147.01058,0.00373,-0.00373,7.892,0.126,-0.126,11969,188,-188,48.13,14.87,-5.94,555,0,0,22.44,19.82,-7.54,72.6,6483,155,-233,4.42,0.067,-0.202,1.078,0.333,-0.133,15.694,52.886321,52.882833,52.886321,52.882833,147.01431,147.00685,8.018,7.766,12157,11781,63,42.19,555,555,42.26,14.9,6638,6250,4.487,4.218,1.411,0.945
FALSE POSITIVE,FALSE POSITIVE,0,1.429439352,0.000000372,-0.000000372,132.74659,0.000219,-0.000219,2.424,0.0112,-0.0112,3367.1,13.4,-13.4,54.36,15.15,-11.02,2079,0,0,4417.56,3476.71,-1930.79,292,6491,146,-194,4.223,0.153,-0.187,1.371,0.382,-0.278,12.335,1.429439724,1.42943898,1.429439724,1.42943898,132.746809,132.746371,2.4352,2.4128,3380.5,3353.7,69.51,43.34,2079,2079,7894.27,2486.77,6637,6297,4.376,4.036,1.753,1.093
CANDIDATE,CANDIDATE,0,8.8324193,0.00012,-0.00012,137.7004,0.0115,-0.0115,2.252,0.329,-0.329,74.1,10.6,-10.6,0.98,0.33,-0.18,999,0,0,234.99,227.94,-94.21,8.1,6060,161,-169,4.29,0.172,-0.172,1.133,0.376,-0.205,13.303,8.8325393,8.8322993,8.8325393,8.8322993,137.7119,137.6889,2.581,1.923,84.7,63.5,1.31,0.8,999,999,462.93,140.78,6221,5891,4.462,4.118,1.509,0.928
FALSE POSITIVE,FALSE POSITIVE,0.007,2.821328194,0.000000339,-0.000000339,131.680097,0.0000989,-0.0000989,5.02692,0.00603,-0.00603,64776,65.7,-65.7,40,6.08,-7.44,1807,0,0,2520.03,974.86,-929.25,1227.3,6701,74,-81,4.121,0.168,-0.098,1.506,0.229,-0.28,13.116,2.821328533,2.821327855,2.821328533,2.821327855,131.6801959,131.6799981,5.03295,5.02089,64841.7,64710.3,46.08,32.56,1807,1807,3494.89,1590.78,6775,6620,4.289,4.023,1.735,1.226
CANDIDATE,CANDIDATE,0.794,5.88836941,0.00003234,-0.00003234,136.02799,0.00503,-0.00503,1.05,0.224,-0.224,119.9,21.1,-21.1,1.21,0.39,-0.15,1125,0,0,379.27,362.39,-120.25,8.3,6243,169,-206,4.39,0.087,-0.203,1.084,0.353,-0.126,14.199,5.88840175,5.88833707,5.88840175,5.88833707,136.03302,136.02296,1.274,0.826,141,98.8,1.6,1.06,1125,1125,741.66,259.02,6412,6037,4.477,4.187,1.437,0.958
FALSE POSITIVE,FALSE POSITIVE,0,11.9613085,0.000000828,-0.000000828,131.9131819,0.0000573,-0.0000573,4.6414,0.00238,-0.00238,310680,110,-110,51.58,9.86,-4.2,696,0,0,55.37,32.01,-14.02,1907.8,5564,150,-167,4.587,0.04,-0.12,0.785,0.15,-0.064,15.308,11.96130933,11.96130767,11.96130933,11.96130767,131.9132392,131.9131246,4.64378,4.63902,310790,310570,61.44,47.38,696,696,87.38,41.35,5714,5397,4.627,4.467,0.935,0.721
FALSE POSITIVE,FALSE POSITIVE,0,204.280255,0.006834,-0.006834,164.7235,0.0237,-0.0237,37.2,1.5,-1.5,10579,398,-398,8.99,0.85,-0.77,236,0,0,0.73,0.25,-0.18,35.1,4907,146,-131,4.582,0.05,-0.045,0.727,0.069,-0.062,15.615,204.287089,204.273421,204.287089,204.273421,164.7472,164.6998,38.7,35.7,10977,10181,9.84,8.22,236,236,0.98,0.55,5053,4776,4.632,4.537,0.796,0.665
FALSE POSITIVE,FALSE POSITIVE,0,0.572079631,0.000000065,-0.000000065,132.0189884,0.0000949,-0.0000949,2.27811,0.00639,-0.00639,127790,149,-149,29.45,2.58,-2.35,1716,0,0,2036.56,674.98,-509.93,578.2,5233,157,-157,4.625,0.066,-0.048,0.639,0.056,-0.051,14.235,0.572079696,0.572079566,0.572079696,0.572079566,132.0190833,132.0188935,2.2845,2.27172,127939,127641,32.03,27.1,1716,1716,2711.54,1526.63,5390,5076,4.691,4.577,0.695,0.588
FALSE POSITIVE,FALSE POSITIVE,0,0.822314545,0,0,131.7125281,0,0,3.3374,0,0,32.7,0,0,0.54,0.15,-0.09,1922,0,0,3227.02,2560.06,-1216.51,3.8,5709,154,-154,4.409,0.144,-0.176,0.938,0.253,-0.156,13.23,0.822314545,0.822314545,0.822314545,0.822314545,131.7125281,131.7125281,3.3374,3.3374,32.7,32.7,0.69,0.45,1922,1922,5787.08,2010.51,5863,5555,4.553,4.233,1.191,0.782
FALSE POSITIVE,FALSE POSITIVE,0,31.00539285,0.000002187,-0.000002187,150.8616525,0.0000585,-0.0000585,3.073,0.0023,-0.0023,560310,238,-238,141.82,81.65,-89.75,682,0,0,51.25,91.99,-45.14,1236.1,5023,151,-151,3.9,0.7,-0.3,1.784,1.027,-1.129,14.991,31.00539503,31.00539066,31.00539503,31.00539066,150.861711,150.861594,3.0753,3.0707,560548,560072,223.47,52.07,682,682,143.24,6.11,5174,4872,4.6,3.6,2.811,0.655
FALSE POSITIVE,FALSE POSITIVE,0,2.189097,0.00003323,-0.00003323,132.0841,0.0144,-0.0144,5.768,0.645,-0.645,3001,282,-282,13.92,1.3,-1.41,647,0,0,41.37,11.35,-10.51,13.5,3624,58,-72,4.848,0.045,-0.036,0.406,0.038,-0.041,15.999,2.18913023,2.18906377,2.18913023,2.18906377,132.0985,132.0697,6.413,5.123,3283,2719,15.22,12.51,647,647,52.72,30.86,3682,3552,4.893,4.812,0.444,0.365
FALSE POSITIVE,FALSE POSITIVE,0,17.51191534,0.00009575,-0.00009575,134.39065,0.00457,-0.00457,5.678,0.918,-0.918,728.8,42.2,-42.2,52.64,26.66,-11.43,2246,0,0,6014.16,9891.63,-2666.95,41,4029,157,-96,1.786,0.255,-0.255,20.888,10.581,-4.535,9.242,17.51201109,17.51181959,17.51201109,17.51181959,134.39522,134.38608,6.596,4.76,771,686.6,79.3,41.21,2246,2246,15905.79,3347.21,4186,3933,2.041,1.531,31.469,16.353
CANDIDATE,CANDIDATE,0,521.10826,0.04224,-0.04224,189.5977,0.0577,-0.0577,18.36,3.3,-3.3,244.7,37.1,-37.1,1.5,0.57,-0.19,231,0,0,0.68,0.76,-0.22,8.7,5942,165,-161,4.432,0.093,-0.093,0.947,0.361,-0.119,14.163,521.1505,521.06602,521.1505,521.06602,189.6554,189.54,21.66,15.06,281.8,207.6,2.07,1.31,231,231,1.44,0.46,6107,5781,4.525,4.339,1.308,0.828
FALSE POSITIVE,FALSE POSITIVE,0,41.3701638,0.0003342,-0.0003342,166.1673,0.0102,-0.0102,29.254,0.678,-0.678,6907.1,96.9,-96.9,59.95,33.97,-22.66,1133,0,0,389.15,685.2,-251.62,91.3,4764,142,-107,2.777,0.402,-0.329,6.883,3.901,-2.601,12.799,41.370498,41.3698296,41.370498,41.3698296,166.1775,166.1571,29.932,28.576,7004,6810.2,93.92,37.29,1133,1133,1074.35,137.53,4906,4657,3.179,2.448,10.784,4.282
FALSE POSITIVE,FALSE POSITIVE,0,1.306220168,0.000000078,-0.000000078,132.1122056,0.0000494,-0.0000494,5.14519,0.00297,-0.00297,481370,228,-228,83.16,18.27,-22.35,2095,0,0,4556.14,2983.83,-2425.75,2019.4,6600,178,-218,4.238,0.27,-0.18,1.124,0.247,-0.302,13.242,1.306220246,1.30622009,1.306220246,1.30622009,132.112255,132.1121562,5.14816,5.14222,481598,481142,101.43,60.81,2095,2095,7539.97,2130.39,6778,6382,4.508,4.058,1.371,0.822
FALSE POSITIVE,FALSE POSITIVE,0,631.632,0.02751,-0.02751,239.8779,0.041,-0.041,16.13,1.3,-1.3,295.1,39.7,-39.7,1.56,0.64,-0.15,201,0,0,0.38,0.48,-0.09,8.6,5689,156,-144,4.493,0.054,-0.054,0.894,0.369,-0.084,14.358,631.65951,631.60449,631.65951,631.60449,239.9189,239.8369,17.43,14.83,334.8,255.4,2.2,1.41,201,201,0.86,0.29,5845,5545,4.547,4.439,1.263,0.81
FALSE POSITIVE,FALSE POSITIVE,0,0.756511623,0.000000075,-0.000000075,131.9298652,0.0000824,-0.0000824,2.81832,0.00487,-0.00487,41596,60.6,-60.6,77.4,22.23,-18.19,2549,0,0,9947.96,8374.75,-4853.1,845,6343,170,-208,4.199,0.204,-0.185,1.417,0.407,-0.333,13.448,0.756511698,0.756511548,0.756511698,0.756511548,131.9299476,131.9297828,2.82319,2.81345,41656.6,41535.4,99.63,59.21,2549,2549,18322.71,5094.86,6513,6135,4.403,4.014,1.824,1.084
FALSE POSITIVE,FALSE POSITIVE,0,10.84528655,0.000003596,-0.000003596,138.334343,0.000271,-0.000271,4.3876,0.0138,-0.0138,7473.8,21.7,-21.7,319.52,80.39,-120.6,1682,0,0,1893.11,1197.77,-1234.69,416.1,5096,53,-136,3.094,0.224,-0.096,7.023,1.767,-2.651,12.923,10.84529015,10.84528295,10.84529015,10.84528295,138.334614,138.334072,4.4014,4.3738,7495.5,7452.1,399.91,198.92,1682,1682,3090.88,658.42,5149,4960,3.318,2.998,8.79,4.372
FALSE POSITIVE,FALSE POSITIVE,0,32.45541269,0.00003612,-0.00003612,137.607894,0.00094,-0.00094,7.3736,0.0688,-0.0688,136390,931,-931,23.48,1.08,-1.39,392,0,0,5.55,1.28,-1.19,180.9,4869,144,-144,4.71,0.049,-0.025,0.543,0.025,-0.032,15.208,32.45544881,32.45537657,32.45544881,32.45537657,137.608834,137.606954,7.4424,7.3048,137321,135459,24.56,22.09,392,392,6.83,4.36,5013,4725,4.759,4.685,0.568,0.511
CANDIDATE,CANDIDATE,0.783,3.39401963,0.00002949,-0.00002949,134.37164,0.00707,-0.00707,2.984,0.23,-0.23,98.4,11.8,-11.8,1.03,0.32,-0.12,1306,0,0,689.16,643.11,-222.12,10,6181,168,-224,4.431,0.07,-0.21,1.029,0.327,-0.117,15.42,3.39404912,3.39399014,3.39404912,3.39399014,134.37871,134.36457,3.214,2.754,110.2,86.6,1.35,0.91,1306,1306,1332.27,467.04,6349,5957,4.501,4.221,1.356,0.912
FALSE POSITIVE,FALSE POSITIVE,0,5.917085496,0.000002518,-0.000002518,132.900327,0.000352,-0.000352,23.7545,0.0307,-0.0307,563290,618,-618,75.86,20.67,-12.07,1005,0,0,241.42,193.24,-88.3,1331.5,5661,152,-152,4.383,0.149,-0.182,0.987,0.269,-0.157,14.352,5.917088014,5.917082978,5.917088014,5.917082978,132.900679,132.899975,23.7852,23.7238,563908,562672,96.53,63.79,1005,1005,434.66,153.12,5813,5509,4.532,4.201,1.256,0.83
FALSE POSITIVE,FALSE POSITIVE,0,0.958871144,0.000000064,-0.000000064,131.6864267,0.0000545,-0.0000545,2.74361,0.00226,-0.00226,232350,228,-228,45.91,11.68,-6.79,1743,0,0,2174.51,1674.66,-759.33,1191.2,5530,165,-149,4.425,0.144,-0.198,0.892,0.227,-0.132,14.164,0.958871208,0.95887108,0.958871208,0.95887108,131.6864812,131.6863722,2.74587,2.74135,232578,232122,57.59,39.12,1743,1743,3849.17,1415.18,5695,5381,4.569,4.227,1.119,0.76
FALSE POSITIVE,FALSE POSITIVE,0,0.5402463,0.0001018,-0.0001018,131.5521,0.0403,-0.0403,13.93,4.9,-4.9,1148,421,-421,6.2,4.92,-0.91,3249,0,0,26335.17,69464.72,-10507.27,1.6,7296,226,-341,4.249,0.073,-0.073,1.498,1.19,-0.22,13.681,0.5403481,0.5401445,0.5403481,0.5401445,131.5924,131.5118,18.83,9.03,1569,727,11.12,5.29,3249,3249,95799.89,15827.9,7522,6955,4.322,4.176,2.688,1.278
FALSE POSITIVE,FALSE POSITIVE,0,1.288046428,0.000009265,-0.000009265,132.00088,0.00763,-0.00763,3.637,0.171,-0.171,32.3,1.9,-1.9,2.18,0.48,-0.39,2945,0,0,17822.99,9957.03,-6335.25,20.3,5216,67,-62,3.287,0.143,-0.13,3.871,0.84,-0.688,12.479,1.288055693,1.288037163,1.288055693,1.288037163,132.00851,131.99325,3.808,3.466,34.2,30.4,2.66,1.79,2945,2945,27780.02,11487.74,5283,5154,3.43,3.157,4.711,3.183
FALSE POSITIVE,FALSE POSITIVE,0,4.200206781,0.000000574,-0.000000574,134.6578,0.000112,-0.000112,5.21948,0.00535,-0.00535,82364,95.5,-95.5,105.07,32.56,-29.62,1737,0,0,2150.58,2025.88,-1215.99,943.7,6873,216,-288,4.051,0.195,-0.195,1.923,0.596,-0.542,12.843,4.200207355,4.200206207,4.200207355,4.200206207,134.657912,134.657688,5.22483,5.21413,82459.5,82268.5,137.63,75.45,1737,1737,4176.46,934.59,7089,6585,4.246,3.856,2.519,1.381
FALSE POSITIVE,FALSE POSITIVE,0,6.091954982,0.000000434,-0.000000434,137.5877592,0.0000582,-0.0000582,3.60482,0.00365,-0.00365,36700,32.8,-32.8,26.96,6.71,-4.13,1036,0,0,272.7,205.86,-99.65,1508.7,6063,182,-182,4.424,0.135,-0.165,0.913,0.227,-0.14,14.847,6.091955416,6.091954548,6.091955416,6.091954548,137.5878174,137.587701,3.60847,3.60117,36732.8,36667.2,33.67,22.83,1036,1036,478.56,173.05,6245,5881,4.559,4.259,1.14,0.773
CANDIDATE,CANDIDATE,0.913,5.52507406,0.00005469,-0.00005469,135.15435,0.00973,-0.00973,2.565,0.258,-0.258,61.5,7.3,-7.3,0.8,0.12,-0.08,1028,0,0,263.79,101.96,-65.78,9.8,5600,75,-75,4.378,0.11,-0.11,1.037,0.152,-0.114,13.692,5.52512875,5.52501937,5.52512875,5.52501937,135.16408,135.14462,2.823,2.307,68.8,54.2,0.92,0.72,1028,1028,365.75,198.01,5675,5525,4.488,4.268,1.189,0.923
FALSE POSITIVE,FALSE POSITIVE,0,485.52409,0.02646,-0.02646,307.5674,0.0338,-0.0338,11.04,2,-2,4147,640,-640,6149.09,1537,-422.8,191,0,0,0.31,0.26,-0.07,10.8,5227,204,-168,4.584,0.023,-0.023,0.8,0.2,-0.055,14.425,485.55055,485.49763,485.55055,485.49763,307.6012,307.5336,13.04,9.04,4787,3507,7686.09,5726.29,191,191,0.57,0.24,5431,5059,4.607,4.561,1,0.745
FALSE POSITIVE,FALSE POSITIVE,0,0.76647343,0.000000102,-0.000000102,132.034804,0.000104,-0.000104,2.46345,0.00514,-0.00514,199900,240,-240,42.33,6.5,-3.52,1628,0,0,1654.36,873.76,-448.84,545,5297,186,-186,4.594,0.052,-0.078,0.722,0.111,-0.06,15.572,0.766473532,0.766473328,0.766473532,0.766473328,132.034908,132.0347,2.46859,2.45831,200140,199660,48.83,38.81,1628,1628,2528.12,1205.52,5483,5111,4.646,4.516,0.833,0.662
FALSE POSITIVE,FALSE POSITIVE,0,5.2439783,0.0002932,-0.0002932,132.6829,0.0552,-0.0552,10.1,1.1,-1.1,93.5,8.6,-8.6,1.03,0.33,-0.11,1068,0,0,307.32,298.22,-97.41,13.1,6029,188,-230,4.481,0.054,-0.216,0.956,0.306,-0.102,14.967,5.2442715,5.2436851,5.2442715,5.2436851,132.7381,132.6277,11.2,9,102.1,84.9,1.36,0.92,1068,1068,605.54,209.91,6217,5799,4.535,4.265,1.262,0.854
FALSE POSITIVE,FALSE POSITIVE,0,5.2436639,0.0002988,-0.0002988,132.6741,0.058,-0.058,10.53,1.7,-1.7,93.5,13.1,-13.1,0.88,0.26,-0.08,1059,0,0,296.41,267.16,-84.95,10.4,6212,196,-218,4.537,0.05,-0.2,0.862,0.255,-0.08,15.789,5.2439627,5.2433651,5.2439627,5.2433651,132.7321,132.6161,12.23,8.83,106.6,80.4,1.14,0.8,1059,1059,563.57,211.46,6408,5994,4.587,4.337,1.117,0.782
FALSE POSITIVE,FALSE POSITIVE,0,5.2438269,0.0001632,-0.0001632,132.6874,0.0293,-0.0293,8.235,0.998,-0.998,128.6,14.2,-14.2,0.76,0.05,-0.07,743,0,0,72.18,20.18,-19.1,11.3,4634,125,-139,4.597,0.052,-0.028,0.689,0.05,-0.061,15.914,5.2439901,5.2436637,5.2439901,5.2436637,132.7167,132.6581,9.233,7.237,142.8,114.4,0.81,0.69,743,743,92.36,53.08,4759,4495,4.649,4.569,0.739,0.628
FALSE POSITIVE,FALSE POSITIVE,0,0.56678702,0.000006607,-0.000006607,131.849,0.0102,-0.0102,3.074,0.268,-0.268,7.5,0.9,-0.9,0.27,0.1,-0.04,2356,0,0,7279.54,7188.53,-2588.52,11.2,6045,150,-156,4.375,0.132,-0.132,0.999,0.342,-0.154,11.786,0.566793627,0.566780413,0.566793627,0.566780413,131.8592,131.8388,3.342,2.806,8.4,6.6,0.37,0.23,2356,2356,14468.07,4691.02,6195,5889,4.507,4.243,1.341,0.845
FALSE POSITIVE,FALSE POSITIVE,0,2.19642864,0.00005741,-0.00005741,133.4945,0.0246,-0.0246,4.933,0.606,-0.606,99.5,10,-10,0.79,0.14,-0.07,1193,0,0,477.24,280.24,-127.54,11.8,5376,185,-185,4.576,0.03,-0.12,0.806,0.143,-0.066,15.811,2.19648605,2.19637123,2.19648605,2.19637123,133.5191,133.4699,5.539,4.327,109.5,89.5,0.93,0.72,1193,1193,757.48,349.7,5561,5191,4.606,4.456,0.949,0.74
FALSE POSITIVE,FALSE POSITIVE,0,2.19635512,0.000000287,-0.000000287,133.515028,0.000107,-0.000107,9.65516,0.00725,-0.00725,266550,152,-152,82.04,19.46,-21.59,1793,0,0,2448.43,1721.41,-1272.22,2132,6438,174,-194,4.182,0.286,-0.154,1.273,0.302,-0.335,13.685,2.196355407,2.196354833,2.196355407,2.196354833,133.515135,133.514921,9.66241,9.64791,266702,266398,101.5,60.45,1793,1793,4169.84,1176.21,6612,6244,4.468,4.028,1.575,0.938
FALSE POSITIVE,FALSE POSITIVE,0,26.71841755,0.000002864,-0.000002864,138.0518033,0.0000929,-0.0000929,8.14155,0.00447,-0.00447,72976,38.5,-38.5,66.69,19.71,-21.68,727,0,0,65.88,59.97,-39.63,2173.1,5957,196,-196,4.168,0.3,-0.175,1.286,0.38,-0.418,13.144,26.71842041,26.71841468,26.71842041,26.71841468,138.0518962,138.0517104,8.14602,8.13708,73014.5,72937.5,86.4,45.01,727,727,125.85,26.25,6153,5761,4.468,3.993,1.666,0.868
FALSE POSITIVE,FALSE POSITIVE,0,0.615787196,0.000003654,-0.000003654,131.71405,0.0045,-0.0045,3.067,0.156,-0.156,110.6,6.2,-6.2,3.5,1.19,-2.01,3886,0,0,53910.99,57117.66,-45507.57,23.9,6315,223,-238,3.603,0.572,-0.572,3.075,1.042,-1.764,13.921,0.61579085,0.615783542,0.61579085,0.615783542,131.71855,131.70955,3.223,2.911,116.8,104.4,4.69,1.49,3886,3886,111028.65,8403.42,6538,6077,4.175,3.031,4.117,1.311
FALSE POSITIVE,FALSE POSITIVE,0,548.08441,0.07383,-0.07383,367.3828,0.072,-0.072,17.66,3.8,-3.8,560,104,-104,2.35,0,0,222,0,0,0.58,0,0,7.4,5780,0,0,4.438,0,0,1,0,0,9.233,548.15824,548.01058,548.15824,548.01058,367.4548,367.3108,21.46,13.86,664,456,2.35,2.35,222,222,0.58,0.58,5780,5780,4.438,4.438,1,1
FALSE POSITIVE,FALSE POSITIVE,0,2.213964145,0.000000451,-0.000000451,132.565776,0.000166,-0.000166,6.7598,0.0125,-0.0125,123360,220,-220,57.06,14.85,-22.28,1891,0,0,3030.64,2496.24,-2040.23,951.4,6256,220,-198,4.037,0.428,-0.171,1.514,0.394,-0.591,11.267,2.213964596,2.213963694,2.213964596,2.213963694,132.565942,132.56561,6.7723,6.7473,123580,123140,71.91,34.78,1891,1891,5526.88,990.41,6476,6058,4.465,3.866,1.908,0.923
CANDIDATE,CANDIDATE,0,3.226232203,0.000009005,-0.000009005,134.41924,0.00231,-0.00231,0.4022,0.0982,-0.0982,36.3,3.8,-3.8,1.01,0.54,-0.22,1620,0,0,1627.1,2541.56,-756.19,9.9,6534,147,-195,4.203,0.163,-0.163,1.437,0.763,-0.32,11.429,3.226241208,3.226223198,3.226241208,3.226223198,134.42155,134.41693,0.5004,0.304,40.1,32.5,1.55,0.79,1620,1620,4168.66,870.91,6681,6339,4.366,4.04,2.2,1.117
FALSE POSITIVE,FALSE POSITIVE,0,1.025534511,0.000000028,-0.000000028,132.4990072,0.0000225,-0.0000225,3.52048,0.00188,-0.00188,110950,0,0,43.68,12.97,-4.33,1896,0,0,3066.26,2671.67,-890.11,3769,6267,169,-207,4.487,0.065,-0.208,0.919,0.273,-0.091,14.541,1.025534539,1.025534483,1.025534539,1.025534483,132.4990297,132.4989847,3.52236,3.5186,110950,110950,56.65,39.35,1896,1896,5737.93,2176.15,6436,6060,4.552,4.279,1.192,0.828
FALSE POSITIVE,FALSE POSITIVE,0,7.64941291,0.000000156,-0.000000156,132.1070518,0.0000168,-0.0000168,6.56935,0.00101,-0.00101,236250,22.2,-22.2,53.4,16.78,-6,1050,0,0,287.83,259.94,-88.7,9054.7,6387,157,-204,4.398,0.084,-0.196,1.076,0.338,-0.121,13.398,7.649413066,7.649412754,7.649413066,7.649412754,132.1070686,132.107035,6.57036,6.56834,236272.2,236227.8,70.18,47.4,1050,1050,547.77,199.13,6544,6183,4.482,4.202,1.414,0.955
FALSE POSITIVE,FALSE POSITIVE,0,13.17480793,0.000000711,-0.000000711,136.4631739,0.0000439,-0.0000439,3.37392,0.00124,-0.00124,71071,13.9,-13.9,51.06,15.16,-6.5,811,0,0,102.2,88.92,-34.15,1812.6,6067,163,-200,4.433,0.084,-0.196,0.997,0.296,-0.127,14.098,13.17480864,13.17480722,13.17480864,13.17480722,136.4632178,136.46313,3.37516,3.37268,71084.9,71057.1,66.22,44.56,811,811,191.12,68.05,6230,5867,4.517,4.237,1.293,0.87
FALSE POSITIVE,FALSE POSITIVE,0,0.655094658,0.000002389,-0.000002389,131.78278,0.00299,-0.00299,6.159,0.685,-0.685,372,154,-154,26.41,7.46,-2.97,2173,0,0,5290.98,4424.94,-1675.26,59.5,6063,169,-211,4.476,0.048,-0.192,1.012,0.286,-0.114,15.543,0.655097047,0.655092269,0.655097047,0.655092269,131.78577,131.77979,6.844,5.474,526,218,33.87,23.44,2173,2173,9715.92,3615.72,6232,5852,4.524,4.284,1.298,0.898
FALSE POSITIVE,FALSE POSITIVE,0,3.33287187,0,0,133.4408645,0,0,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.614,3.33287187,3.33287187,3.33287187,3.33287187,133.4408645,133.4408645,7.13,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE POSITIVE,FALSE POSITIVE,0,0.692239369,0.000000129,-0.000000129,131.584611,0.000154,-0.000154,2.91121,0.00864,-0.00864,62962,137,-137,67.05,17.82,-21.78,2594,0,0,10725.15,8399.87,-6396.05,469.2,6163,167,-185,4.137,0.312,-0.168,1.358,0.361,-0.441,12.958,0.692239498,0.69223924,0.692239498,0.69223924,131.584765,131.584457,2.91985,2.90257,63099,62825,84.87,45.27,2594,2594,19125.02,4329.1,6330,5978,4.449,3.969,1.719,0.917
FALSE POSITIVE,FALSE POSITIVE,0,17.03085756,0.000001113,-0.000001113,145.542727,0.0000527,-0.0000527,4.24308,0.00195,-0.00195,77832,24.6,-24.6,73.8,24.64,-30.08,836,0,0,115.15,115.38,-79.37,1947.8,5575,167,-167,4.066,0.476,-0.204,1.423,0.475,-0.58,14.461,17.03085867,17.03085645,17.03085867,17.03085645,145.5427797,145.5426743,4.24503,4.24113,77856.6,77807.4,98.44,43.72,836,836,230.53,35.78,5742,5408,4.542,3.862,1.898,0.843
CANDIDATE,CANDIDATE,0.126,2.352446342,0,0,131.9380482,0,0,1.6802,0,0,32.5,0,0,1.24,0.28,-0.35,2173,0,0,5269.29,3512.39,-2848.99,7.2,6749,169,-203,3.941,0.247,-0.114,2.003,0.458,-0.56,12.047,2.352446342,2.352446342,2.352446342,2.352446342,131.9380482,131.9380482,1.6802,1.6802,32.5,32.5,1.52,0.89,2173,2173,8781.68,2420.3,6918,6546,4.188,3.827,2.461,1.443
